======================================================================
TREE BOB ANALYSIS: n=1..8
  MISMATCH: ()(()(()()())) x1=1 lc=2
  MISMATCH: ()(()(()())()) x1=1 lc=2
  MISMATCH: ()(()(()()))() x1=1 lc=2
  MISMATCH: ()(()(())(())) x1=1 lc=2
  MISMATCH: ()(()(())()()) x1=1 lc=2
  MISMATCH: ()(()(())())() x1=1 lc=2
  MISMATCH: ()(()(()))(()) x1=1 lc=2
  MISMATCH: ()(()(()))()() x1=1 lc=2
  MISMATCH: ()(()()((()))) x1=1 lc=2
  MISMATCH: ()(()()(()())) x1=1 lc=2
  MISMATCH: ()(()()(())()) x1=1 lc=2
  MISMATCH: ()(()()(()))() x1=1 lc=2
  MISMATCH: ()(()()()(())) x1=1 lc=2
  MISMATCH: ()(()()()()()) x1=1 lc=2
  MISMATCH: ()(()()()())() x1=1 lc=2
  MISMATCH: ()(()()())(()) x1=1 lc=2
  MISMATCH: ()(()()())()() x1=1 lc=2
  MISMATCH: ()(()())((())) x1=1 lc=2
  MISMATCH: ()(()())(()()) x1=1 lc=2
  MISMATCH: ()(()())(())() x1=1 lc=2
  MISMATCH: ()(()())()(()) x1=1 lc=2
  MISMATCH: ()(()())()()() x1=1 lc=2
  MISMATCH: ()(())(((()))) x1=1 lc=2
  MISMATCH: ()(())((()())) x1=1 lc=2
  MISMATCH: ()(())((())()) x1=1 lc=2
  MISMATCH: ()(())((()))() x1=1 lc=2
  MISMATCH: ()(())(()(())) x1=1 lc=2
  MISMATCH: ()(())(()()()) x1=1 lc=2
  MISMATCH: ()(())(()())() x1=1 lc=2
  MISMATCH: ()(())(())(()) x1=1 lc=2
  MISMATCH: ()(())(())()() x1=1 lc=2
  MISMATCH: ()(())()((())) x1=1 lc=2
  MISMATCH: ()(())()(()()) x1=1 lc=2
  MISMATCH: ()(())()(())() x1=1 lc=2
  MISMATCH: ()(())()()(()) x1=1 lc=2
  MISMATCH: ()(())()()()() x1=1 lc=2
  MISMATCH: ()()((((())))) x1=1 lc=2
  MISMATCH: ()()(((()()))) x1=1 lc=2
  MISMATCH: ()()(((())())) x1=1 lc=2
  MISMATCH: ()()(((()))()) x1=1 lc=2
  MISMATCH: ()()(((())))() x1=1 lc=2
  MISMATCH: ()()((()(()))) x1=1 lc=2
  MISMATCH: ()()((()()())) x1=1 lc=2
  MISMATCH: ()()((()())()) x1=1 lc=2
  MISMATCH: ()()((()()))() x1=1 lc=2
  MISMATCH: ()()((())(())) x1=1 lc=2
  MISMATCH: ()()((())()()) x1=1 lc=2
  MISMATCH: ()()((())())() x1=1 lc=2
  MISMATCH: ()()((()))(()) x1=1 lc=2
  MISMATCH: ()()((()))()() x1=1 lc=2
  MISMATCH: ()()(()((()))) x1=1 lc=2
  MISMATCH: ()()(()(()())) x1=1 lc=2
  MISMATCH: ()()(()(())()) x1=1 lc=2
  MISMATCH: ()()(()(()))() x1=1 lc=2
  MISMATCH: ()()(()()(())) x1=1 lc=2
  MISMATCH: ()()(()()()()) x1=1 lc=2
  MISMATCH: ()()(()()())() x1=1 lc=2
  MISMATCH: ()()(()())(()) x1=1 lc=2
  MISMATCH: ()()(()())()() x1=1 lc=2
  MISMATCH: ()()(())((())) x1=1 lc=2
  MISMATCH: ()()(())(()()) x1=1 lc=2
  MISMATCH: ()()(())(())() x1=1 lc=2
  MISMATCH: ()()(())()(()) x1=1 lc=2
  MISMATCH: ()()(())()()() x1=1 lc=2
  MISMATCH: ()()()(((()))) x1=1 lc=2
  MISMATCH: ()()()((()())) x1=1 lc=2
  MISMATCH: ()()()((())()) x1=1 lc=2
  MISMATCH: ()()()((()))() x1=1 lc=2
  MISMATCH: ()()()(()(())) x1=1 lc=2
  MISMATCH: ()()()(()()()) x1=1 lc=2
  MISMATCH: ()()()(()())() x1=1 lc=2
  MISMATCH: ()()()(())(()) x1=1 lc=2
  MISMATCH: ()()()(())()() x1=1 lc=2
  MISMATCH: ()()()()((())) x1=1 lc=2
  MISMATCH: ()()()()(()()) x1=1 lc=2
  MISMATCH: ()()()()(())() x1=1 lc=2
  MISMATCH: ()()()()()(()) x1=1 lc=2
  MISMATCH: ()()()()()()() x1=1 lc=2
  MISMATCH: (((((((()))))))) x1=8 lc=9
  MISMATCH: ((((((()())))))) x1=7 lc=8
  MISMATCH: ((((((())()))))) x1=7 lc=8
  MISMATCH: ((((((()))())))) x1=7 lc=8
  MISMATCH: ((((((())))()))) x1=7 lc=8
  MISMATCH: ((((((()))))())) x1=7 lc=8
  MISMATCH: ((((((())))))()) x1=7 lc=8
  MISMATCH: ((((((()))))))() x1=7 lc=8
  MISMATCH: (((((()(())))))) x1=6 lc=7
  MISMATCH: (((((()()()))))) x1=6 lc=7
  MISMATCH: (((((()())())))) x1=6 lc=7
  MISMATCH: (((((()()))()))) x1=6 lc=7
  MISMATCH: (((((()())))())) x1=6 lc=7
  MISMATCH: (((((()()))))()) x1=6 lc=7
  MISMATCH: (((((()())))))() x1=6 lc=7
  MISMATCH: (((((())(()))))) x1=6 lc=7
  MISMATCH: (((((())()())))) x1=6 lc=7
  MISMATCH: (((((())())()))) x1=6 lc=7
  MISMATCH: (((((())()))())) x1=6 lc=7
  MISMATCH: (((((())())))()) x1=6 lc=7
  MISMATCH: (((((())()))))() x1=6 lc=7
  MISMATCH: (((((()))(())))) x1=6 lc=7
  MISMATCH: (((((()))()()))) x1=6 lc=7
  MISMATCH: (((((()))())())) x1=6 lc=7
  MISMATCH: (((((()))()))()) x1=6 lc=7
  MISMATCH: (((((()))())))() x1=6 lc=7
  MISMATCH: (((((())))(()))) x1=6 lc=7
  MISMATCH: (((((())))()())) x1=6 lc=7
  MISMATCH: (((((())))())()) x1=6 lc=7
  MISMATCH: (((((())))()))() x1=6 lc=7
  MISMATCH: (((((()))))(())) x1=6 lc=7
  MISMATCH: (((((()))))()()) x1=6 lc=7
  MISMATCH: (((((()))))())() x1=6 lc=7
  MISMATCH: (((((())))))(()) x1=6 lc=7
  MISMATCH: (((((())))))()() x1=6 lc=7
  MISMATCH: ((((()((())))))) x1=5 lc=6
  MISMATCH: ((((()(()()))))) x1=5 lc=6
  MISMATCH: ((((()(())())))) x1=5 lc=6
  MISMATCH: ((((()(()))()))) x1=5 lc=6
  MISMATCH: ((((()(())))())) x1=5 lc=6
  MISMATCH: ((((()(()))))()) x1=5 lc=6
  MISMATCH: ((((()(())))))() x1=5 lc=6
  MISMATCH: ((((()()(()))))) x1=5 lc=6
  MISMATCH: ((((()()()())))) x1=5 lc=6
  MISMATCH: ((((()()())()))) x1=5 lc=6
  MISMATCH: ((((()()()))())) x1=5 lc=6
  MISMATCH: ((((()()())))()) x1=5 lc=6
  MISMATCH: ((((()()()))))() x1=5 lc=6
  MISMATCH: ((((()())(())))) x1=5 lc=6
  MISMATCH: ((((()())()()))) x1=5 lc=6
  MISMATCH: ((((()())())())) x1=5 lc=6
  MISMATCH: ((((()())()))()) x1=5 lc=6
  MISMATCH: ((((()())())))() x1=5 lc=6
  MISMATCH: ((((()()))(()))) x1=5 lc=6
  MISMATCH: ((((()()))()())) x1=5 lc=6
  MISMATCH: ((((()()))())()) x1=5 lc=6
  MISMATCH: ((((()()))()))() x1=5 lc=6
  MISMATCH: ((((()())))(())) x1=5 lc=6
  MISMATCH: ((((()())))()()) x1=5 lc=6
  MISMATCH: ((((()())))())() x1=5 lc=6
  MISMATCH: ((((()()))))(()) x1=5 lc=6
  MISMATCH: ((((()()))))()() x1=5 lc=6
  MISMATCH: ((((())((()))))) x1=5 lc=6
  MISMATCH: ((((())(()())))) x1=5 lc=6
  MISMATCH: ((((())(())()))) x1=5 lc=6
  MISMATCH: ((((())(()))())) x1=5 lc=6
  MISMATCH: ((((())(())))()) x1=5 lc=6
  MISMATCH: ((((())(()))))() x1=5 lc=6
  MISMATCH: ((((())()(())))) x1=5 lc=6
  MISMATCH: ((((())()()()))) x1=5 lc=6
  MISMATCH: ((((())()())())) x1=5 lc=6
  MISMATCH: ((((())()()))()) x1=5 lc=6
  MISMATCH: ((((())()())))() x1=5 lc=6
  MISMATCH: ((((())())(()))) x1=5 lc=6
  MISMATCH: ((((())())()())) x1=5 lc=6
  MISMATCH: ((((())())())()) x1=5 lc=6
  MISMATCH: ((((())())()))() x1=5 lc=6
  MISMATCH: ((((())()))(())) x1=5 lc=6
  MISMATCH: ((((())()))()()) x1=5 lc=6
  MISMATCH: ((((())()))())() x1=5 lc=6
  MISMATCH: ((((())())))(()) x1=5 lc=6
  MISMATCH: ((((())())))()() x1=5 lc=6
  MISMATCH: ((((()))((())))) x1=5 lc=6
  MISMATCH: ((((()))(()()))) x1=5 lc=6
  MISMATCH: ((((()))(())())) x1=5 lc=6
  MISMATCH: ((((()))(()))()) x1=5 lc=6
  MISMATCH: ((((()))(())))() x1=5 lc=6
  MISMATCH: ((((()))()(()))) x1=5 lc=6
  MISMATCH: ((((()))()()())) x1=5 lc=6
  MISMATCH: ((((()))()())()) x1=5 lc=6
  MISMATCH: ((((()))()()))() x1=5 lc=6
  MISMATCH: ((((()))())(())) x1=5 lc=6
  MISMATCH: ((((()))())()()) x1=5 lc=6
  MISMATCH: ((((()))())())() x1=5 lc=6
  MISMATCH: ((((()))()))(()) x1=5 lc=6
  MISMATCH: ((((()))()))()() x1=5 lc=6
  MISMATCH: ((((())))((()))) x1=5 lc=6
  MISMATCH: ((((())))(()())) x1=5 lc=6
  MISMATCH: ((((())))(())()) x1=5 lc=6
  MISMATCH: ((((())))(()))() x1=5 lc=6
  MISMATCH: ((((())))()(())) x1=5 lc=6
  MISMATCH: ((((())))()()()) x1=5 lc=6
  MISMATCH: ((((())))()())() x1=5 lc=6
  MISMATCH: ((((())))())(()) x1=5 lc=6
  MISMATCH: ((((())))())()() x1=5 lc=6
  MISMATCH: ((((()))))((())) x1=5 lc=6
  MISMATCH: ((((()))))(()()) x1=5 lc=6
  MISMATCH: ((((()))))(())() x1=5 lc=6
  MISMATCH: ((((()))))()(()) x1=5 lc=6
  MISMATCH: ((((()))))()()() x1=5 lc=6
  MISMATCH: (((()(((())))))) x1=4 lc=5
  MISMATCH: (((()((()()))))) x1=4 lc=5
  MISMATCH: (((()((())())))) x1=4 lc=5
  MISMATCH: (((()((()))()))) x1=4 lc=5
  MISMATCH: (((()((())))())) x1=4 lc=5
  MISMATCH: (((()((()))))()) x1=4 lc=5
  MISMATCH: (((()((())))))() x1=4 lc=5
  MISMATCH: (((()(()(()))))) x1=4 lc=5
  MISMATCH: (((()(()()())))) x1=4 lc=5
  MISMATCH: (((()(()())()))) x1=4 lc=5
  MISMATCH: (((()(()()))())) x1=4 lc=5
  MISMATCH: (((()(()())))()) x1=4 lc=5
  MISMATCH: (((()(()()))))() x1=4 lc=5
  MISMATCH: (((()(())(())))) x1=4 lc=5
  MISMATCH: (((()(())()()))) x1=4 lc=5
  MISMATCH: (((()(())())())) x1=4 lc=5
  MISMATCH: (((()(())()))()) x1=4 lc=5
  MISMATCH: (((()(())())))() x1=4 lc=5
  MISMATCH: (((()(()))(()))) x1=4 lc=5
  MISMATCH: (((()(()))()())) x1=4 lc=5
  MISMATCH: (((()(()))())()) x1=4 lc=5
  MISMATCH: (((()(()))()))() x1=4 lc=5
  MISMATCH: (((()(())))(())) x1=4 lc=5
  MISMATCH: (((()(())))()()) x1=4 lc=5
  MISMATCH: (((()(())))())() x1=4 lc=5
  MISMATCH: (((()(()))))(()) x1=4 lc=5
  MISMATCH: (((()(()))))()() x1=4 lc=5
  MISMATCH: (((()()((()))))) x1=4 lc=5
  MISMATCH: (((()()(()())))) x1=4 lc=5
  MISMATCH: (((()()(())()))) x1=4 lc=5
  MISMATCH: (((()()(()))())) x1=4 lc=5
  MISMATCH: (((()()(())))()) x1=4 lc=5
  MISMATCH: (((()()(()))))() x1=4 lc=5
  MISMATCH: (((()()()(())))) x1=4 lc=5
  MISMATCH: (((()()()()()))) x1=4 lc=5
  MISMATCH: (((()()()())())) x1=4 lc=5
  MISMATCH: (((()()()()))()) x1=4 lc=5
  MISMATCH: (((()()()())))() x1=4 lc=5
  MISMATCH: (((()()())(()))) x1=4 lc=5
  MISMATCH: (((()()())()())) x1=4 lc=5
  MISMATCH: (((()()())())()) x1=4 lc=5
  MISMATCH: (((()()())()))() x1=4 lc=5
  MISMATCH: (((()()()))(())) x1=4 lc=5
  MISMATCH: (((()()()))()()) x1=4 lc=5
  MISMATCH: (((()()()))())() x1=4 lc=5
  MISMATCH: (((()()())))(()) x1=4 lc=5
  MISMATCH: (((()()())))()() x1=4 lc=5
  MISMATCH: (((()())((())))) x1=4 lc=5
  MISMATCH: (((()())(()()))) x1=4 lc=5
  MISMATCH: (((()())(())())) x1=4 lc=5
  MISMATCH: (((()())(()))()) x1=4 lc=5
  MISMATCH: (((()())(())))() x1=4 lc=5
  MISMATCH: (((()())()(()))) x1=4 lc=5
  MISMATCH: (((()())()()())) x1=4 lc=5
  MISMATCH: (((()())()())()) x1=4 lc=5
  MISMATCH: (((()())()()))() x1=4 lc=5
  MISMATCH: (((()())())(())) x1=4 lc=5
  MISMATCH: (((()())())()()) x1=4 lc=5
  MISMATCH: (((()())())())() x1=4 lc=5
  MISMATCH: (((()())()))(()) x1=4 lc=5
  MISMATCH: (((()())()))()() x1=4 lc=5
  MISMATCH: (((()()))((()))) x1=4 lc=5
  MISMATCH: (((()()))(()())) x1=4 lc=5
  MISMATCH: (((()()))(())()) x1=4 lc=5
  MISMATCH: (((()()))(()))() x1=4 lc=5
  MISMATCH: (((()()))()(())) x1=4 lc=5
  MISMATCH: (((()()))()()()) x1=4 lc=5
  MISMATCH: (((()()))()())() x1=4 lc=5
  MISMATCH: (((()()))())(()) x1=4 lc=5
  MISMATCH: (((()()))())()() x1=4 lc=5
  MISMATCH: (((()())))((())) x1=4 lc=5
  MISMATCH: (((()())))(()()) x1=4 lc=5
  MISMATCH: (((()())))(())() x1=4 lc=5
  MISMATCH: (((()())))()(()) x1=4 lc=5
  MISMATCH: (((()())))()()() x1=4 lc=5
  MISMATCH: (((())(((()))))) x1=4 lc=5
  MISMATCH: (((())((()())))) x1=4 lc=5
  MISMATCH: (((())((())()))) x1=4 lc=5
  MISMATCH: (((())((()))())) x1=4 lc=5
  MISMATCH: (((())((())))()) x1=4 lc=5
  MISMATCH: (((())((()))))() x1=4 lc=5
  MISMATCH: (((())(()(())))) x1=4 lc=5
  MISMATCH: (((())(()()()))) x1=4 lc=5
  MISMATCH: (((())(()())())) x1=4 lc=5
  MISMATCH: (((())(()()))()) x1=4 lc=5
  MISMATCH: (((())(()())))() x1=4 lc=5
  MISMATCH: (((())(())(()))) x1=4 lc=5
  MISMATCH: (((())(())()())) x1=4 lc=5
  MISMATCH: (((())(())())()) x1=4 lc=5
  MISMATCH: (((())(())()))() x1=4 lc=5
  MISMATCH: (((())(()))(())) x1=4 lc=5
  MISMATCH: (((())(()))()()) x1=4 lc=5
  MISMATCH: (((())(()))())() x1=4 lc=5
  MISMATCH: (((())(())))(()) x1=4 lc=5
  MISMATCH: (((())(())))()() x1=4 lc=5
  MISMATCH: (((())()((())))) x1=4 lc=5
  MISMATCH: (((())()(()()))) x1=4 lc=5
  MISMATCH: (((())()(())())) x1=4 lc=5
  MISMATCH: (((())()(()))()) x1=4 lc=5
  MISMATCH: (((())()(())))() x1=4 lc=5
  MISMATCH: (((())()()(()))) x1=4 lc=5
  MISMATCH: (((())()()()())) x1=4 lc=5
  MISMATCH: (((())()()())()) x1=4 lc=5
  MISMATCH: (((())()()()))() x1=4 lc=5
  MISMATCH: (((())()())(())) x1=4 lc=5
  MISMATCH: (((())()())()()) x1=4 lc=5
  MISMATCH: (((())()())())() x1=4 lc=5
  MISMATCH: (((())()()))(()) x1=4 lc=5
  MISMATCH: (((())()()))()() x1=4 lc=5
  MISMATCH: (((())())((()))) x1=4 lc=5
  MISMATCH: (((())())(()())) x1=4 lc=5
  MISMATCH: (((())())(())()) x1=4 lc=5
  MISMATCH: (((())())(()))() x1=4 lc=5
  MISMATCH: (((())())()(())) x1=4 lc=5
  MISMATCH: (((())())()()()) x1=4 lc=5
  MISMATCH: (((())())()())() x1=4 lc=5
  MISMATCH: (((())())())(()) x1=4 lc=5
  MISMATCH: (((())())())()() x1=4 lc=5
  MISMATCH: (((())()))((())) x1=4 lc=5
  MISMATCH: (((())()))(()()) x1=4 lc=5
  MISMATCH: (((())()))(())() x1=4 lc=5
  MISMATCH: (((())()))()(()) x1=4 lc=5
  MISMATCH: (((())()))()()() x1=4 lc=5
  MISMATCH: (((()))(((())))) x1=4 lc=5
  MISMATCH: (((()))((()()))) x1=4 lc=5
  MISMATCH: (((()))((())())) x1=4 lc=5
  MISMATCH: (((()))((()))()) x1=4 lc=5
  MISMATCH: (((()))((())))() x1=4 lc=5
  MISMATCH: (((()))(()(()))) x1=4 lc=5
  MISMATCH: (((()))(()()())) x1=4 lc=5
  MISMATCH: (((()))(()())()) x1=4 lc=5
  MISMATCH: (((()))(()()))() x1=4 lc=5
  MISMATCH: (((()))(())(())) x1=4 lc=5
  MISMATCH: (((()))(())()()) x1=4 lc=5
  MISMATCH: (((()))(())())() x1=4 lc=5
  MISMATCH: (((()))(()))(()) x1=4 lc=5
  MISMATCH: (((()))(()))()() x1=4 lc=5
  MISMATCH: (((()))()((()))) x1=4 lc=5
  MISMATCH: (((()))()(()())) x1=4 lc=5
  MISMATCH: (((()))()(())()) x1=4 lc=5
  MISMATCH: (((()))()(()))() x1=4 lc=5
  MISMATCH: (((()))()()(())) x1=4 lc=5
  MISMATCH: (((()))()()()()) x1=4 lc=5
  MISMATCH: (((()))()()())() x1=4 lc=5
  MISMATCH: (((()))()())(()) x1=4 lc=5
  MISMATCH: (((()))()())()() x1=4 lc=5
  MISMATCH: (((()))())((())) x1=4 lc=5
  MISMATCH: (((()))())(()()) x1=4 lc=5
  MISMATCH: (((()))())(())() x1=4 lc=5
  MISMATCH: (((()))())()(()) x1=4 lc=5
  MISMATCH: (((()))())()()() x1=4 lc=5
  MISMATCH: (((())))(((()))) x1=4 lc=5
  MISMATCH: (((())))((()())) x1=4 lc=5
  MISMATCH: (((())))((())()) x1=4 lc=5
  MISMATCH: (((())))((()))() x1=4 lc=5
  MISMATCH: (((())))(()(())) x1=4 lc=5
  MISMATCH: (((())))(()()()) x1=4 lc=5
  MISMATCH: (((())))(()())() x1=4 lc=5
  MISMATCH: (((())))(())(()) x1=4 lc=5
  MISMATCH: (((())))(())()() x1=4 lc=5
  MISMATCH: (((())))()((())) x1=4 lc=5
  MISMATCH: (((())))()(()()) x1=4 lc=5
  MISMATCH: (((())))()(())() x1=4 lc=5
  MISMATCH: (((())))()()(()) x1=4 lc=5
  MISMATCH: (((())))()()()() x1=4 lc=5
  MISMATCH: ((()((((())))))) x1=3 lc=4
  MISMATCH: ((()(((()()))))) x1=3 lc=4
  MISMATCH: ((()(((())())))) x1=3 lc=4
  MISMATCH: ((()(((()))()))) x1=3 lc=4
  MISMATCH: ((()(((())))())) x1=3 lc=4
  MISMATCH: ((()(((()))))()) x1=3 lc=4
  MISMATCH: ((()(((())))))() x1=3 lc=4
  MISMATCH: ((()((()(()))))) x1=3 lc=4
  MISMATCH: ((()((()()())))) x1=3 lc=4
  MISMATCH: ((()((()())()))) x1=3 lc=4
  MISMATCH: ((()((()()))())) x1=3 lc=4
  MISMATCH: ((()((()())))()) x1=3 lc=4
  MISMATCH: ((()((()()))))() x1=3 lc=4
  MISMATCH: ((()((())(())))) x1=3 lc=4
  MISMATCH: ((()((())()()))) x1=3 lc=4
  MISMATCH: ((()((())())())) x1=3 lc=4
  MISMATCH: ((()((())()))()) x1=3 lc=4
  MISMATCH: ((()((())())))() x1=3 lc=4
  MISMATCH: ((()((()))(()))) x1=3 lc=4
  MISMATCH: ((()((()))()())) x1=3 lc=4
  MISMATCH: ((()((()))())()) x1=3 lc=4
  MISMATCH: ((()((()))()))() x1=3 lc=4
  MISMATCH: ((()((())))(())) x1=3 lc=4
  MISMATCH: ((()((())))()()) x1=3 lc=4
  MISMATCH: ((()((())))())() x1=3 lc=4
  MISMATCH: ((()((()))))(()) x1=3 lc=4
  MISMATCH: ((()((()))))()() x1=3 lc=4
  MISMATCH: ((()(()((()))))) x1=3 lc=4
  MISMATCH: ((()(()(()())))) x1=3 lc=4
  MISMATCH: ((()(()(())()))) x1=3 lc=4
  MISMATCH: ((()(()(()))())) x1=3 lc=4
  MISMATCH: ((()(()(())))()) x1=3 lc=4
  MISMATCH: ((()(()(()))))() x1=3 lc=4
  MISMATCH: ((()(()()(())))) x1=3 lc=4
  MISMATCH: ((()(()()()()))) x1=3 lc=4
  MISMATCH: ((()(()()())())) x1=3 lc=4
  MISMATCH: ((()(()()()))()) x1=3 lc=4
  MISMATCH: ((()(()()())))() x1=3 lc=4
  MISMATCH: ((()(()())(()))) x1=3 lc=4
  MISMATCH: ((()(()())()())) x1=3 lc=4
  MISMATCH: ((()(()())())()) x1=3 lc=4
  MISMATCH: ((()(()())()))() x1=3 lc=4
  MISMATCH: ((()(()()))(())) x1=3 lc=4
  MISMATCH: ((()(()()))()()) x1=3 lc=4
  MISMATCH: ((()(()()))())() x1=3 lc=4
  MISMATCH: ((()(()())))(()) x1=3 lc=4
  MISMATCH: ((()(()())))()() x1=3 lc=4
  MISMATCH: ((()(())((())))) x1=3 lc=4
  MISMATCH: ((()(())(()()))) x1=3 lc=4
  MISMATCH: ((()(())(())())) x1=3 lc=4
  MISMATCH: ((()(())(()))()) x1=3 lc=4
  MISMATCH: ((()(())(())))() x1=3 lc=4
  MISMATCH: ((()(())()(()))) x1=3 lc=4
  MISMATCH: ((()(())()()())) x1=3 lc=4
  MISMATCH: ((()(())()())()) x1=3 lc=4
  MISMATCH: ((()(())()()))() x1=3 lc=4
  MISMATCH: ((()(())())(())) x1=3 lc=4
  MISMATCH: ((()(())())()()) x1=3 lc=4
  MISMATCH: ((()(())())())() x1=3 lc=4
  MISMATCH: ((()(())()))(()) x1=3 lc=4
  MISMATCH: ((()(())()))()() x1=3 lc=4
  MISMATCH: ((()(()))((()))) x1=3 lc=4
  MISMATCH: ((()(()))(()())) x1=3 lc=4
  MISMATCH: ((()(()))(())()) x1=3 lc=4
  MISMATCH: ((()(()))(()))() x1=3 lc=4
  MISMATCH: ((()(()))()(())) x1=3 lc=4
  MISMATCH: ((()(()))()()()) x1=3 lc=4
  MISMATCH: ((()(()))()())() x1=3 lc=4
  MISMATCH: ((()(()))())(()) x1=3 lc=4
  MISMATCH: ((()(()))())()() x1=3 lc=4
  MISMATCH: ((()(())))((())) x1=3 lc=4
  MISMATCH: ((()(())))(()()) x1=3 lc=4
  MISMATCH: ((()(())))(())() x1=3 lc=4
  MISMATCH: ((()(())))()(()) x1=3 lc=4
  MISMATCH: ((()(())))()()() x1=3 lc=4
  MISMATCH: ((()()(((()))))) x1=3 lc=4
  MISMATCH: ((()()((()())))) x1=3 lc=4
  MISMATCH: ((()()((())()))) x1=3 lc=4
  MISMATCH: ((()()((()))())) x1=3 lc=4
  MISMATCH: ((()()((())))()) x1=3 lc=4
  MISMATCH: ((()()((()))))() x1=3 lc=4
  MISMATCH: ((()()(()(())))) x1=3 lc=4
  MISMATCH: ((()()(()()()))) x1=3 lc=4
  MISMATCH: ((()()(()())())) x1=3 lc=4
  MISMATCH: ((()()(()()))()) x1=3 lc=4
  MISMATCH: ((()()(()())))() x1=3 lc=4
  MISMATCH: ((()()(())(()))) x1=3 lc=4
  MISMATCH: ((()()(())()())) x1=3 lc=4
  MISMATCH: ((()()(())())()) x1=3 lc=4
  MISMATCH: ((()()(())()))() x1=3 lc=4
  MISMATCH: ((()()(()))(())) x1=3 lc=4
  MISMATCH: ((()()(()))()()) x1=3 lc=4
  MISMATCH: ((()()(()))())() x1=3 lc=4
  MISMATCH: ((()()(())))(()) x1=3 lc=4
  MISMATCH: ((()()(())))()() x1=3 lc=4
  MISMATCH: ((()()()((())))) x1=3 lc=4
  MISMATCH: ((()()()(()()))) x1=3 lc=4
  MISMATCH: ((()()()(())())) x1=3 lc=4
  MISMATCH: ((()()()(()))()) x1=3 lc=4
  MISMATCH: ((()()()(())))() x1=3 lc=4
  MISMATCH: ((()()()()(()))) x1=3 lc=4
  MISMATCH: ((()()()()()())) x1=3 lc=4
  MISMATCH: ((()()()()())()) x1=3 lc=4
  MISMATCH: ((()()()()()))() x1=3 lc=4
  MISMATCH: ((()()()())(())) x1=3 lc=4
  MISMATCH: ((()()()())()()) x1=3 lc=4
  MISMATCH: ((()()()())())() x1=3 lc=4
  MISMATCH: ((()()()()))(()) x1=3 lc=4
  MISMATCH: ((()()()()))()() x1=3 lc=4
  MISMATCH: ((()()())((()))) x1=3 lc=4
  MISMATCH: ((()()())(()())) x1=3 lc=4
  MISMATCH: ((()()())(())()) x1=3 lc=4
  MISMATCH: ((()()())(()))() x1=3 lc=4
  MISMATCH: ((()()())()(())) x1=3 lc=4
  MISMATCH: ((()()())()()()) x1=3 lc=4
  MISMATCH: ((()()())()())() x1=3 lc=4
  MISMATCH: ((()()())())(()) x1=3 lc=4
  MISMATCH: ((()()())())()() x1=3 lc=4
  MISMATCH: ((()()()))((())) x1=3 lc=4
  MISMATCH: ((()()()))(()()) x1=3 lc=4
  MISMATCH: ((()()()))(())() x1=3 lc=4
  MISMATCH: ((()()()))()(()) x1=3 lc=4
  MISMATCH: ((()()()))()()() x1=3 lc=4
  MISMATCH: ((()())(((())))) x1=3 lc=4
  MISMATCH: ((()())((()()))) x1=3 lc=4
  MISMATCH: ((()())((())())) x1=3 lc=4
  MISMATCH: ((()())((()))()) x1=3 lc=4
  MISMATCH: ((()())((())))() x1=3 lc=4
  MISMATCH: ((()())(()(()))) x1=3 lc=4
  MISMATCH: ((()())(()()())) x1=3 lc=4
  MISMATCH: ((()())(()())()) x1=3 lc=4
  MISMATCH: ((()())(()()))() x1=3 lc=4
  MISMATCH: ((()())(())(())) x1=3 lc=4
  MISMATCH: ((()())(())()()) x1=3 lc=4
  MISMATCH: ((()())(())())() x1=3 lc=4
  MISMATCH: ((()())(()))(()) x1=3 lc=4
  MISMATCH: ((()())(()))()() x1=3 lc=4
  MISMATCH: ((()())()((()))) x1=3 lc=4
  MISMATCH: ((()())()(()())) x1=3 lc=4
  MISMATCH: ((()())()(())()) x1=3 lc=4
  MISMATCH: ((()())()(()))() x1=3 lc=4
  MISMATCH: ((()())()()(())) x1=3 lc=4
  MISMATCH: ((()())()()()()) x1=3 lc=4
  MISMATCH: ((()())()()())() x1=3 lc=4
  MISMATCH: ((()())()())(()) x1=3 lc=4
  MISMATCH: ((()())()())()() x1=3 lc=4
  MISMATCH: ((()())())((())) x1=3 lc=4
  MISMATCH: ((()())())(()()) x1=3 lc=4
  MISMATCH: ((()())())(())() x1=3 lc=4
  MISMATCH: ((()())())()(()) x1=3 lc=4
  MISMATCH: ((()())())()()() x1=3 lc=4
  MISMATCH: ((()()))(((()))) x1=3 lc=4
  MISMATCH: ((()()))((()())) x1=3 lc=4
  MISMATCH: ((()()))((())()) x1=3 lc=4
  MISMATCH: ((()()))((()))() x1=3 lc=4
  MISMATCH: ((()()))(()(())) x1=3 lc=4
  MISMATCH: ((()()))(()()()) x1=3 lc=4
  MISMATCH: ((()()))(()())() x1=3 lc=4
  MISMATCH: ((()()))(())(()) x1=3 lc=4
  MISMATCH: ((()()))(())()() x1=3 lc=4
  MISMATCH: ((()()))()((())) x1=3 lc=4
  MISMATCH: ((()()))()(()()) x1=3 lc=4
  MISMATCH: ((()()))()(())() x1=3 lc=4
  MISMATCH: ((()()))()()(()) x1=3 lc=4
  MISMATCH: ((()()))()()()() x1=3 lc=4
  MISMATCH: ((())((((()))))) x1=3 lc=4
  MISMATCH: ((())(((()())))) x1=3 lc=4
